nan,nan,nan
5.402555443443587180e+00,3.082550376591628449e+00,1.696698413913706460e+00
7.305802511617470074e+00,4.433313717283681399e+00,2.648764507346959007e+00
8.582913561877255404e+00,5.309862441016674595e+00,3.261219195520169478e+00
9.887724511168517694e+00,5.953668991013241651e+00,3.726878512019823120e+00
1.403396288569155637e+01,6.447307468505274031e+00,4.086026857312225147e+00
1.562333226792297936e+01,6.840701772462963959e+00,4.376291819186750587e+00
1.687216790673312516e+01,7.163821664845865911e+00,4.613174203163515230e+00
1.760111262498836027e+01,7.442033399822930662e+00,4.809009294958253022e+00
1.804691039483059001e+01,7.677022480445689467e+00,4.972471032078397357e+00
1.841648749468151891e+01,7.876037308233454937e+00,5.109762649398243539e+00
1.871335253882943661e+01,8.045619122950274260e+00,5.226400555358219790e+00
1.893558037718196729e+01,8.190601063640571056e+00,5.324964343798161082e+00
1.910066944943846678e+01,8.320773447556209845e+00,5.408095910107128645e+00
1.922085204463244423e+01,8.433367285393794432e+00,5.478026174641168922e+00
1.930487425741254270e+01,8.529419015118243408e+00,5.536567575992901169e+00
1.936017337745927591e+01,8.611079219782791228e+00,5.585213459340835129e+00
1.939189068502795266e+01,8.680138405322951556e+00,5.625209226367443804e+00
1.940404487604902428e+01,8.738529278620969620e+00,5.657604441505776904e+00
1.939982778770129102e+01,8.791619513046027734e+00,5.683291773686967474e+00
1.938180994759484577e+01,8.835002446652845620e+00,5.703036593973608959e+00
1.935208679310747826e+01,8.869752886747949816e+00,5.717499834893754240e+00
1.931238488070233217e+01,8.896801942052276146e+00,5.727255885899051435e+00
1.926414042601633270e+01,8.916960987611185274e+00,5.732806777949006616e+00
1.920855829449419971e+01,8.930940842625467724e+00,5.734593552828874508e+00
1.914636167357797447e+01,8.939367243245165184e+00,5.733005468540049776e+00
1.907865357210602753e+01,8.942793435530488111e+00,5.728387522817197208e+00
1.900622258459656777e+01,8.941710564414954376e+00,5.721046646379317480e+00
1.892971165770682518e+01,8.946390384256861950e+00,5.711256859336671710e+00
1.884967717805250942e+01,8.944089785436348805e+00,5.699263569944465146e+00
1.876660289202770926e+01,8.937861198124789297e+00,5.690707860227172787e+00
1.868091117271389834e+01,8.928083311852811121e+00,5.678766739215292958e+00
1.859297223046451464e+01,8.915095901479190843e+00,5.664927473509766997e+00
1.850311172206643917e+01,8.899204655179588030e+00,5.649377653704270585e+00
